event_id,employee_id,event_type,event_date,new_job_title,new_department,new_salary,created_at
626,E1244,salary_change,2019-09-12,,,79685.0,2026-09-07 15:41:39.186659
627,E1245,salary_change,2024-01-24,,,87341.0,2026-09-07 15:41:39.186659
628,E1245,salary_change,2025-01-02,,,72952.0,2026-09-07 15:41:39.186659
629,E1245,termination,2025-06-21,,,,2026-09-07 15:41:39.186659
630,E1245,termination,2025-06-21,,,,2026-09-07 15:41:39.186659
631,E1248,transfer,2025-02-14,Data Engineer,Data,94186.0,2026-09-07 15:41:39.186659
632,E1249,salary_change,2026-08-06,,,60547.0,2026-09-07 15:41:39.186659
633,E1249,salary_change,2026-04-26,,,60021.0,2026-09-07 15:41:39.186659
634,E1249,termination,2025-08-21,,,,2026-09-07 15:41:39.186659
635,E1249,promotion,2026-02-24,Data Engineer,Data,60501.0,2026-09-07 15:41:39.186659
636,E1249,promotion,2025-11-08,Sales Manager,Sales,64602.0,2026-09-07 15:41:39.186659
637,E1251,salary_change,2026-08-18,,,128064.0,2026-09-07 15:41:39.186659
638,E1252,termination,2022-04-08,,,,2026-09-07 15:41:39.186659
639,E1252,transfer,2021-10-07,Product Manager,Product,74956.0,2026-09-07 15:41:39.186659
640,E1252,promotion,2021-02-26,HR Specialist,HR,63116.0,2026-09-07 15:41:39.186659
641,E1252,transfer,2021-07-04,Finance Analyst,Finance,70595.0,2026-09-07 15:41:39.186659
642,E1252,promotion,2020-12-12,Finance Analyst,Finance,61773.0,2026-09-07 15:41:39.186659
643,E1253,termination,2026-03-07,,,,2026-09-07 15:41:39.186659
644,E1256,salary_change,2021-06-24,,,56971.0,2026-09-07 15:41:39.186659
645,E1257,termination,2024-07-02,,,,2026-09-07 15:41:39.186659
646,E1257,salary_change,2019-01-25,,,73381.0,2026-09-07 15:41:39.186659
647,E1258,transfer,2026-08-04,Finance Analyst,Finance,90683.0,2026-09-07 15:41:39.186659
648,E1259,termination,2024-01-13,,,,2026-09-07 15:41:39.186659
649,E1259,promotion,2023-04-10,Sales Manager,Sales,69303.0,2026-09-07 15:41:39.186659
650,E1259,transfer,2023-07-11,Support Specialist,Support,69346.0,2026-09-07 15:41:39.186659
651,E1260,termination,2026-09-03,,,,2026-09-07 15:41:39.186659
652,E1261,termination,2024-09-16,,,,2026-09-07 15:41:39.186659
653,E1261,salary_change,2025-09-25,,,51683.0,2026-09-07 15:41:39.186659
654,E1261,termination,2025-09-17,,,,2026-09-07 15:41:39.186659
655,E1261,termination,2024-08-17,,,,2026-09-07 15:41:39.186659
656,E1262,termination,2026-02-26,,,,2026-09-07 15:41:39.186659
657,E1262,promotion,2026-05-08,Product Manager,Product,123124.0,2026-09-07 15:41:39.186659
658,E1262,salary_change,2026-05-21,,,124874.0,2026-09-07 15:41:39.186659
659,E1262,termination,2026-05-31,,,,2026-09-07 15:41:39.186659
660,E1264,salary_change,2024-03-15,,,62078.0,2026-09-07 15:41:39.186659
661,E1264,termination,2019-03-03,,,,2026-09-07 15:41:39.186659
662,E1264,transfer,2020-08-16,Finance Analyst,Finance,78372.0,2026-09-07 15:41:39.186659
663,E1264,promotion,2020-10-16,Sales Manager,Sales,74732.0,2026-09-07 15:41:39.186659
664,E1265,termination,2025-09-03,,,,2026-09-07 15:41:39.186659
665,E1265,transfer,2025-09-17,HR Specialist,HR,130052.0,2026-09-07 15:41:39.186659
666,E1265,promotion,2026-08-04,Software Engineer,Engineering,141040.0,2026-09-07 15:41:39.186659
667,E1265,transfer,2026-06-06,Support Specialist,Support,132505.0,2026-09-07 15:41:39.186659
668,E1266,salary_change,2025-08-12,,,44055.0,2026-09-07 15:41:39.186659
669,E1267,transfer,2023-05-03,Finance Analyst,Finance,95343.0,2026-09-07 15:41:39.186659
670,E1267,salary_change,2023-07-18,,,86202.0,2026-09-07 15:41:39.186659
671,E1267,transfer,2024-07-27,HR Specialist,HR,95409.0,2026-09-07 15:41:39.186659
672,E1268,termination,2019-11-14,,,,2026-09-07 15:41:39.186659
673,E1268,salary_change,2024-01-20,,,83972.0,2026-09-07 15:41:39.186659
674,E1268,salary_change,2022-07-11,,,81250.0,2026-09-07 15:41:39.186659
675,E1268,transfer,2025-09-02,Data Engineer,Data,87514.0,2026-09-07 15:41:39.186659
676,E1269,promotion,2020-04-05,Support Specialist,Support,90575.0,2026-09-07 15:41:39.186659
677,E1269,promotion,2022-04-21,Support Specialist,Support,89162.0,2026-09-07 15:41:39.186659
678,E1269,termination,2017-10-31,,,,2026-09-07 15:41:39.186659
679,E1270,salary_change,2023-05-29,,,92469.0,2026-09-07 15:41:39.186659
680,E1270,promotion,2022-10-17,Finance Analyst,Finance,115598.0,2026-09-07 15:41:39.186659
681,E1271,transfer,2024-10-16,Finance Analyst,Finance,129292.0,2026-09-07 15:41:39.186659
682,E1272,transfer,2024-02-01,HR Specialist,HR,144767.0,2026-09-07 15:41:39.186659
683,E1272,salary_change,2025-07-04,,,125207.0,2026-09-07 15:41:39.186659
684,E1272,transfer,2026-01-22,Support Specialist,Support,151283.0,2026-09-07 15:41:39.186659
685,E1272,salary_change,2024-10-12,,,120941.0,2026-09-07 15:41:39.186659
686,E1272,termination,2025-08-02,,,,2026-09-07 15:41:39.186659
687,E1273,salary_change,2025-10-18,,,110053.0,2026-09-07 15:41:39.186659
688,E1274,termination,2021-10-09,,,,2026-09-07 15:41:39.186659
689,E1274,salary_change,2019-07-13,,,135331.0,2026-09-07 15:41:39.186659
690,E1274,promotion,2017-04-25,Product Manager,Product,130349.0,2026-09-07 15:41:39.186659
691,E1274,salary_change,2023-07-25,,,137889.0,2026-09-07 15:41:39.186659
692,E1274,termination,2020-02-03,,,,2026-09-07 15:41:39.186659
693,E1275,salary_change,2020-09-05,,,141518.0,2026-09-07 15:41:39.186659
694,E1276,termination,2026-02-20,,,,2026-09-07 15:41:39.186659
695,E1276,transfer,2025-10-20,Product Manager,Product,80678.0,2026-09-07 15:41:39.186659
696,E1277,salary_change,2023-05-03,,,71454.0,2026-09-07 15:41:39.186659
697,E1277,promotion,2024-02-12,Sales Manager,Sales,64682.0,2026-09-07 15:41:39.186659
698,E1278,transfer,2019-05-13,Sales Manager,Sales,77421.0,2026-09-07 15:41:39.186659
699,E1278,promotion,2025-08-08,Finance Analyst,Finance,74546.0,2026-09-07 15:41:39.186659
700,E1278,transfer,2026-07-15,Support Specialist,Support,83796.0,2026-09-07 15:41:39.186659
701,E1278,promotion,2021-04-13,Software Engineer,Engineering,84360.0,2026-09-07 15:41:39.186659
702,E1279,termination,2025-02-26,,,,2026-09-07 15:41:39.186659
703,E1279,termination,2026-08-09,,,,2026-09-07 15:41:39.186659
704,E1279,transfer,2024-09-27,Software Engineer,Engineering,134953.0,2026-09-07 15:41:39.186659
705,E1279,salary_change,2024-03-05,,,113614.0,2026-09-07 15:41:39.186659
706,E1280,salary_change,2026-02-27,,,63325.0,2026-09-07 15:41:39.186659
707,E1280,transfer,2024-01-29,HR Specialist,HR,68144.0,2026-09-07 15:41:39.186659
708,E1280,salary_change,2025-08-08,,,61960.0,2026-09-07 15:41:39.186659
709,E1280,salary_change,2025-08-04,,,59779.0,2026-09-07 15:41:39.186659
710,E1280,promotion,2026-08-28,HR Specialist,HR,78863.0,2026-09-07 15:41:39.186659
711,E1281,promotion,2023-05-01,Product Manager,Product,166762.0,2026-09-07 15:41:39.186659
712,E1282,termination,2018-09-05,,,,2026-09-07 15:41:39.186659
713,E1282,termination,2018-04-17,,,,2026-09-07 15:41:39.186659
714,E1282,transfer,2026-06-18,Sales Manager,Sales,130514.0,2026-09-07 15:41:39.186659
715,E1283,salary_change,2017-04-12,,,65218.0,2026-09-07 15:41:39.186659
716,E1283,promotion,2021-04-28,Support Specialist,Support,64367.0,2026-09-07 15:41:39.186659
717,E1283,promotion,2024-03-20,Support Specialist,Support,62262.0,2026-09-07 15:41:39.186659
718,E1283,salary_change,2022-07-02,,,62216.0,2026-09-07 15:41:39.186659
719,E1283,promotion,2018-03-23,Software Engineer,Engineering,67767.0,2026-09-07 15:41:39.186659
720,E1284,transfer,2025-10-08,Software Engineer,Engineering,104391.0,2026-09-07 15:41:39.186659
721,E1284,promotion,2026-01-25,Support Specialist,Support,105546.0,2026-09-07 15:41:39.186659
722,E1284,termination,2025-05-04,,,,2026-09-07 15:41:39.186659
723,E1285,termination,2020-10-04,,,,2026-09-07 15:41:39.186659
724,E1285,salary_change,2017-11-24,,,62189.0,2026-09-07 15:41:39.186659
725,E1286,transfer,2022-03-06,Sales Manager,Sales,64430.0,2026-09-07 15:41:39.186659
726,E1286,termination,2020-04-26,,,,2026-09-07 15:41:39.186659
727,E1286,promotion,2022-01-25,Software Engineer,Engineering,65783.0,2026-09-07 15:41:39.186659
728,E1287,salary_change,2022-11-24,,,120560.0,2026-09-07 15:41:39.186659
729,E1287,salary_change,2022-08-26,,,100626.0,2026-09-07 15:41:39.186659
730,E1287,termination,2024-09-01,,,,2026-09-07 15:41:39.186659
731,E1288,promotion,2025-12-11,Support Specialist,Support,75605.0,2026-09-07 15:41:39.186659
732,E1288,termination,2020-07-08,,,,2026-09-07 15:41:39.186659
733,E1288,salary_change,2022-11-25,,,56315.0,2026-09-07 15:41:39.186659
734,E1288,transfer,2024-12-24,Software Engineer,Engineering,63852.0,2026-09-07 15:41:39.186659
735,E1288,termination,2021-01-25,,,,2026-09-07 15:41:39.186659
736,E1289,salary_change,2020-09-30,,,60470.0,2026-09-07 15:41:39.186659
737,E1289,salary_change,2018-05-22,,,64673.0,2026-09-07 15:41:39.186659
738,E1289,salary_change,2020-03-15,,,61823.0,2026-09-07 15:41:39.186659
739,E1289,transfer,2018-02-25,Sales Manager,Sales,63948.0,2026-09-07 15:41:39.186659
740,E1289,transfer,2017-06-09,Product Manager,Product,71153.0,2026-09-07 15:41:39.186659
741,E1290,salary_change,2020-12-19,,,80100.0,2026-09-07 15:41:39.186659
742,E1290,promotion,2026-08-11,Sales Manager,Sales,79208.0,2026-09-07 15:41:39.186659
743,E1290,salary_change,2024-10-23,,,78416.0,2026-09-07 15:41:39.186659
744,E1290,salary_change,2023-06-13,,,80545.0,2026-09-07 15:41:39.186659
745,E1290,termination,2023-02-12,,,,2026-09-07 15:41:39.186659
746,E1291,promotion,2026-05-17,Software Engineer,Engineering,142852.0,2026-09-07 15:41:39.186659
747,E1291,transfer,2026-05-25,Sales Manager,Sales,117814.0,2026-09-07 15:41:39.186659
748,E1291,termination,2026-06-03,,,,2026-09-07 15:41:39.186659
749,E1292,salary_change,2026-07-04,,,63767.0,2026-09-07 15:41:39.186659
750,E1292,transfer,2025-06-21,Product Manager,Product,67804.0,2026-09-07 15:41:39.186659
751,E1292,termination,2024-08-04,,,,2026-09-07 15:41:39.186659
752,E1292,termination,2026-06-19,,,,2026-09-07 15:41:39.186659
753,E1292,termination,2025-06-07,,,,2026-09-07 15:41:39.186659
754,E1293,promotion,2025-09-10,Support Specialist,Support,59729.0,2026-09-07 15:41:39.186659
755,E1293,termination,2025-08-30,,,,2026-09-07 15:41:39.186659
756,E1293,transfer,2026-07-29,Software Engineer,Engineering,56864.0,2026-09-07 15:41:39.186659
757,E1293,salary_change,2026-03-21,,,55728.0,2026-09-07 15:41:39.186659
758,E1295,transfer,2023-06-13,Finance Analyst,Finance,116736.0,2026-09-07 15:41:39.186659
759,E1295,promotion,2025-03-15,Finance Analyst,Finance,102858.0,2026-09-07 15:41:39.186659
760,E1295,transfer,2023-07-06,Sales Manager,Sales,97809.0,2026-09-07 15:41:39.186659
761,E1295,salary_change,2023-02-28,,,86706.0,2026-09-07 15:41:39.186659
762,E1296,termination,2022-02-15,,,,2026-09-07 15:41:39.186659
763,E1296,promotion,2017-06-02,Product Manager,Product,104629.0,2026-09-07 15:41:39.186659
764,E1296,transfer,2021-10-21,Product Manager,Product,110369.0,2026-09-07 15:41:39.186659
765,E1296,promotion,2019-04-20,Software Engineer,Engineering,120813.0,2026-09-07 15:41:39.186659
766,E1296,promotion,2019-05-14,Software Engineer,Engineering,99671.0,2026-09-07 15:41:39.186659
767,E1297,salary_change,2019-01-27,,,114910.0,2026-09-07 15:41:39.186659
768,E1298,promotion,2023-11-03,Finance Analyst,Finance,139813.0,2026-09-07 15:41:39.186659
769,E1298,termination,2026-01-25,,,,2026-09-07 15:41:39.186659
770,E1298,promotion,2024-05-05,Product Manager,Product,155798.0,2026-09-07 15:41:39.186659
771,E1298,promotion,2025-08-07,Data Engineer,Data,144984.0,2026-09-07 15:41:39.186659
772,E1298,termination,2026-01-26,,,,2026-09-07 15:41:39.186659
773,E1302,promotion,2023-05-13,Support Specialist,Support,59747.0,2026-09-07 15:41:39.186659
774,E1303,transfer,2025-09-28,Data Engineer,Data,72614.0,2026-09-07 15:41:39.186659
775,E1304,transfer,2025-04-21,Finance Analyst,Finance,132083.0,2026-09-07 15:41:39.186659
776,E1304,transfer,2024-10-02,Software Engineer,Engineering,121768.0,2026-09-07 15:41:39.186659
777,E1305,transfer,2021-11-12,Product Manager,Product,66235.0,2026-09-07 15:41:39.186659
778,E1305,termination,2022-02-09,,,,2026-09-07 15:41:39.186659
779,E1305,transfer,2021-11-26,Support Specialist,Support,64456.0,2026-09-07 15:41:39.186659
780,E1305,promotion,2021-02-22,Sales Manager,Sales,77917.0,2026-09-07 15:41:39.186659
781,E1306,termination,2026-09-05,,,,2026-09-07 15:41:39.186659
782,E1306,promotion,2026-09-06,Finance Analyst,Finance,66024.0,2026-09-07 15:41:39.186659
783,E1307,salary_change,2025-09-21,,,112267.0,2026-09-07 15:41:39.186659
784,E1307,termination,2025-09-26,,,,2026-09-07 15:41:39.186659
785,E1307,transfer,2026-08-01,Sales Manager,Sales,120162.0,2026-09-07 15:41:39.186659
786,E1308,promotion,2025-01-15,Finance Analyst,Finance,133523.0,2026-09-07 15:41:39.186659
787,E1308,salary_change,2026-03-11,,,114697.0,2026-09-07 15:41:39.186659
788,E1308,promotion,2024-07-14,Support Specialist,Support,139907.0,2026-09-07 15:41:39.186659
789,E1308,salary_change,2025-09-30,,,122765.0,2026-09-07 15:41:39.186659
790,E1308,transfer,2024-05-18,Support Specialist,Support,138049.0,2026-09-07 15:41:39.186659
791,E1309,promotion,2019-01-12,Software Engineer,Engineering,126709.0,2026-09-07 15:41:39.186659
792,E1309,transfer,2019-04-22,Software Engineer,Engineering,121657.0,2026-09-07 15:41:39.186659
793,E1309,salary_change,2026-04-04,,,112464.0,2026-09-07 15:41:39.186659
794,E1309,termination,2018-09-02,,,,2026-09-07 15:41:39.186659
795,E1309,termination,2018-10-14,,,,2026-09-07 15:41:39.186659
796,E1310,transfer,2023-10-03,Software Engineer,Engineering,107037.0,2026-09-07 15:41:39.186659
797,E1310,transfer,2024-01-03,Software Engineer,Engineering,126221.0,2026-09-07 15:41:39.186659
798,E1311,salary_change,2019-03-31,,,120643.0,2026-09-07 15:41:39.186659
799,E1311,transfer,2018-09-15,HR Specialist,HR,127386.0,2026-09-07 15:41:39.186659
800,E1312,promotion,2026-05-23,Finance Analyst,Finance,138227.0,2026-09-07 15:41:39.186659
801,E1312,transfer,2025-09-13,Software Engineer,Engineering,146026.0,2026-09-07 15:41:39.186659
802,E1313,promotion,2021-05-12,HR Specialist,HR,96854.0,2026-09-07 15:41:39.186659
803,E1313,transfer,2023-11-23,Software Engineer,Engineering,89636.0,2026-09-07 15:41:39.186659
804,E1313,salary_change,2020-02-03,,,76077.0,2026-09-07 15:41:39.186659
805,E1313,transfer,2020-04-19,Sales Manager,Sales,85951.0,2026-09-07 15:41:39.186659
806,E1313,termination,2021-08-05,,,,2026-09-07 15:41:39.186659
807,E1314,transfer,2019-09-26,HR Specialist,HR,62837.0,2026-09-07 15:41:39.186659
808,E1314,termination,2019-12-06,,,,2026-09-07 15:41:39.186659
809,E1315,transfer,2024-11-09,Support Specialist,Support,61296.0,2026-09-07 15:41:39.186659
810,E1315,transfer,2026-08-12,HR Specialist,HR,58576.0,2026-09-07 15:41:39.186659
811,E1315,salary_change,2026-01-31,,,49234.0,2026-09-07 15:41:39.186659
812,E1315,transfer,2025-07-02,HR Specialist,HR,62512.0,2026-09-07 15:41:39.186659
813,E1315,termination,2025-11-09,,,,2026-09-07 15:41:39.186659
814,E1318,salary_change,2019-11-23,,,126386.0,2026-09-07 15:41:39.186659
815,E1318,termination,2019-11-04,,,,2026-09-07 15:41:39.186659
816,E1319,salary_change,2025-08-10,,,84754.0,2026-09-07 15:41:39.186659
817,E1319,transfer,2025-06-17,Data Engineer,Data,89711.0,2026-09-07 15:41:39.186659
818,E1320,salary_change,2019-09-01,,,89963.0,2026-09-07 15:41:39.186659
819,E1320,promotion,2025-12-27,Data Engineer,Data,100577.0,2026-09-07 15:41:39.186659
820,E1320,transfer,2023-07-09,Finance Analyst,Finance,90334.0,2026-09-07 15:41:39.186659
821,E1321,termination,2017-06-09,,,,2026-09-07 15:41:39.186659
822,E1322,termination,2023-09-16,,,,2026-09-07 15:41:39.186659
823,E1322,salary_change,2025-05-21,,,69229.0,2026-09-07 15:41:39.186659
824,E1322,transfer,2025-09-01,Support Specialist,Support,81665.0,2026-09-07 15:41:39.186659
825,E1324,termination,2025-07-29,,,,2026-09-07 15:41:39.186659
826,E1324,salary_change,2025-10-04,,,138966.0,2026-09-07 15:41:39.186659
827,E1324,promotion,2024-09-13,Software Engineer,Engineering,148402.0,2026-09-07 15:41:39.186659
828,E1324,termination,2026-06-11,,,,2026-09-07 15:41:39.186659
829,E1324,transfer,2025-02-05,Finance Analyst,Finance,167232.0,2026-09-07 15:41:39.186659
830,E1325,promotion,2024-10-24,Software Engineer,Engineering,123593.0,2026-09-07 15:41:39.186659
831,E1325,salary_change,2022-07-02,,,122914.0,2026-09-07 15:41:39.186659
832,E1325,salary_change,2022-09-30,,,120805.0,2026-09-07 15:41:39.186659
833,E1325,transfer,2024-08-26,HR Specialist,HR,115397.0,2026-09-07 15:41:39.186659
834,E1327,transfer,2021-05-07,Product Manager,Product,88115.0,2026-09-07 15:41:39.186659
835,E1327,transfer,2025-09-12,Finance Analyst,Finance,79273.0,2026-09-07 15:41:39.186659
836,E1327,termination,2021-05-27,,,,2026-09-07 15:41:39.186659
837,E1328,promotion,2024-02-23,Support Specialist,Support,123186.0,2026-09-07 15:41:39.186659
838,E1328,termination,2025-08-26,,,,2026-09-07 15:41:39.186659
839,E1328,promotion,2024-05-08,Product Manager,Product,139121.0,2026-09-07 15:41:39.186659
840,E1329,transfer,2025-01-31,Support Specialist,Support,115736.0,2026-09-07 15:41:39.186659
841,E1329,promotion,2022-09-23,Finance Analyst,Finance,108454.0,2026-09-07 15:41:39.186659
842,E1331,termination,2025-12-24,,,,2026-09-07 15:41:39.186659
843,E1331,transfer,2024-01-07,HR Specialist,HR,134176.0,2026-09-07 15:41:39.186659
844,E1331,salary_change,2024-10-28,,,108554.0,2026-09-07 15:41:39.186659
845,E1332,termination,2026-07-24,,,,2026-09-07 15:41:39.186659
846,E1332,termination,2020-05-08,,,,2026-09-07 15:41:39.186659
847,E1332,transfer,2026-04-13,Product Manager,Product,75538.0,2026-09-07 15:41:39.186659
848,E1333,salary_change,2020-06-16,,,76277.0,2026-09-07 15:41:39.186659
849,E1333,termination,2022-09-16,,,,2026-09-07 15:41:39.186659
850,E1333,promotion,2025-11-25,Product Manager,Product,75702.0,2026-09-07 15:41:39.186659
851,E1333,termination,2017-02-26,,,,2026-09-07 15:41:39.186659
852,E1334,termination,2025-09-24,,,,2026-09-07 15:41:39.186659
853,E1334,promotion,2025-12-30,HR Specialist,HR,65158.0,2026-09-07 15:41:39.186659
854,E1334,termination,2026-05-21,,,,2026-09-07 15:41:39.186659
855,E1334,promotion,2025-05-19,Data Engineer,Data,65616.0,2026-09-07 15:41:39.186659
856,E1334,transfer,2026-07-18,Support Specialist,Support,58936.0,2026-09-07 15:41:39.186659
857,E1335,transfer,2026-03-16,Support Specialist,Support,96259.0,2026-09-07 15:41:39.186659
858,E1335,transfer,2025-12-10,HR Specialist,HR,93473.0,2026-09-07 15:41:39.186659
859,E1336,promotion,2024-10-09,Software Engineer,Engineering,89051.0,2026-09-07 15:41:39.186659
860,E1336,termination,2026-07-30,,,,2026-09-07 15:41:39.186659
861,E1336,transfer,2025-05-26,HR Specialist,HR,83276.0,2026-09-07 15:41:39.186659
862,E1337,termination,2024-07-18,,,,2026-09-07 15:41:39.186659
863,E1337,salary_change,2026-07-10,,,98105.0,2026-09-07 15:41:39.186659
864,E1337,termination,2025-12-07,,,,2026-09-07 15:41:39.186659
865,E1337,transfer,2026-08-15,Software Engineer,Engineering,116600.0,2026-09-07 15:41:39.186659
866,E1337,promotion,2026-08-09,Sales Manager,Sales,125410.0,2026-09-07 15:41:39.186659
867,E1338,transfer,2025-01-20,Product Manager,Product,86121.0,2026-09-07 15:41:39.186659
868,E1338,promotion,2024-06-18,HR Specialist,HR,99112.0,2026-09-07 15:41:39.186659
869,E1338,transfer,2025-09-08,HR Specialist,HR,95307.0,2026-09-07 15:41:39.186659
870,E1338,transfer,2026-04-10,Support Specialist,Support,86306.0,2026-09-07 15:41:39.186659
871,E1338,termination,2026-05-28,,,,2026-09-07 15:41:39.186659
872,E1339,transfer,2025-11-04,Product Manager,Product,142302.0,2026-09-07 15:41:39.186659
873,E1339,salary_change,2025-04-20,,,124757.0,2026-09-07 15:41:39.186659
874,E1339,transfer,2025-12-17,Software Engineer,Engineering,132875.0,2026-09-07 15:41:39.186659
875,E1339,promotion,2024-08-19,Finance Analyst,Finance,139911.0,2026-09-07 15:41:39.186659
876,E1340,promotion,2024-12-02,Support Specialist,Support,63499.0,2026-09-07 15:41:39.186659
877,E1340,transfer,2025-11-08,Data Engineer,Data,67993.0,2026-09-07 15:41:39.186659
878,E1341,transfer,2023-01-11,Sales Manager,Sales,71006.0,2026-09-07 15:41:39.186659
879,E1341,transfer,2020-01-01,Finance Analyst,Finance,61951.0,2026-09-07 15:41:39.186659
880,E1341,promotion,2021-12-24,Data Engineer,Data,69807.0,2026-09-07 15:41:39.186659
881,E1342,salary_change,2026-06-06,,,101536.0,2026-09-07 15:41:39.186659
882,E1342,termination,2025-11-09,,,,2026-09-07 15:41:39.186659
883,E1342,salary_change,2023-10-27,,,113570.0,2026-09-07 15:41:39.186659
884,E1342,salary_change,2023-11-16,,,101120.0,2026-09-07 15:41:39.186659
885,E1343,promotion,2026-03-22,Finance Analyst,Finance,68997.0,2026-09-07 15:41:39.186659
886,E1344,salary_change,2026-08-06,,,68798.0,2026-09-07 15:41:39.186659
887,E1344,termination,2026-06-16,,,,2026-09-07 15:41:39.186659
888,E1344,transfer,2026-06-09,Data Engineer,Data,76889.0,2026-09-07 15:41:39.186659
889,E1344,termination,2026-08-01,,,,2026-09-07 15:41:39.186659
890,E1344,promotion,2026-07-22,Sales Manager,Sales,82197.0,2026-09-07 15:41:39.186659
891,E1345,promotion,2026-02-27,Software Engineer,Engineering,82638.0,2026-09-07 15:41:39.186659
892,E1345,transfer,2026-04-01,Support Specialist,Support,88481.0,2026-09-07 15:41:39.186659
893,E1345,transfer,2026-07-19,Software Engineer,Engineering,83764.0,2026-09-07 15:41:39.186659
894,E1345,termination,2026-04-24,,,,2026-09-07 15:41:39.186659
895,E1346,transfer,2021-03-05,Data Engineer,Data,117025.0,2026-09-07 15:41:39.186659
896,E1346,promotion,2024-12-09,Data Engineer,Data,107047.0,2026-09-07 15:41:39.186659
897,E1346,salary_change,2026-01-08,,,116116.0,2026-09-07 15:41:39.186659
898,E1346,transfer,2025-11-23,HR Specialist,HR,128339.0,2026-09-07 15:41:39.186659
899,E1347,transfer,2025-07-18,HR Specialist,HR,90520.0,2026-09-07 15:41:39.186659
900,E1348,promotion,2024-03-11,Finance Analyst,Finance,137115.0,2026-09-07 15:41:39.186659
901,E1348,promotion,2022-09-28,Support Specialist,Support,151936.0,2026-09-07 15:41:39.186659
902,E1349,transfer,2025-09-01,Software Engineer,Engineering,84919.0,2026-09-07 15:41:39.186659
903,E1349,promotion,2025-07-26,Product Manager,Product,83882.0,2026-09-07 15:41:39.186659
904,E1349,transfer,2022-08-08,Data Engineer,Data,85619.0,2026-09-07 15:41:39.186659
905,E1351,promotion,2025-11-17,Software Engineer,Engineering,78875.0,2026-09-07 15:41:39.186659
906,E1351,transfer,2022-09-06,Finance Analyst,Finance,70746.0,2026-09-07 15:41:39.186659
907,E1351,transfer,2022-07-06,Data Engineer,Data,77801.0,2026-09-07 15:41:39.186659
908,E1351,termination,2024-02-05,,,,2026-09-07 15:41:39.186659
909,E1351,salary_change,2021-12-14,,,61065.0,2026-09-07 15:41:39.186659
910,E1352,salary_change,2026-07-12,,,159030.0,2026-09-07 15:41:39.186659
911,E1352,transfer,2026-05-15,Finance Analyst,Finance,174265.0,2026-09-07 15:41:39.186659
912,E1352,transfer,2026-09-01,Data Engineer,Data,154721.0,2026-09-07 15:41:39.186659
913,E1353,termination,2021-08-24,,,,2026-09-07 15:41:39.186659
914,E1353,promotion,2022-09-06,Sales Manager,Sales,68831.0,2026-09-07 15:41:39.186659
915,E1353,transfer,2021-03-09,Support Specialist,Support,77858.0,2026-09-07 15:41:39.186659
916,E1353,promotion,2023-12-18,Sales Manager,Sales,84958.0,2026-09-07 15:41:39.186659
917,E1353,promotion,2026-04-29,HR Specialist,HR,74249.0,2026-09-07 15:41:39.186659
918,E1354,promotion,2021-01-30,HR Specialist,HR,149589.0,2026-09-07 15:41:39.186659
919,E1354,transfer,2017-06-23,Support Specialist,Support,145633.0,2026-09-07 15:41:39.186659
920,E1356,termination,2026-06-16,,,,2026-09-07 15:41:39.186659
921,E1356,promotion,2022-08-23,Support Specialist,Support,79985.0,2026-09-07 15:41:39.186659
922,E1356,termination,2026-06-16,,,,2026-09-07 15:41:39.186659
923,E1357,transfer,2020-11-26,Support Specialist,Support,114332.0,2026-09-07 15:41:39.186659
924,E1357,transfer,2022-08-03,Sales Manager,Sales,119264.0,2026-09-07 15:41:39.186659
925,E1357,promotion,2024-04-07,Support Specialist,Support,139554.0,2026-09-07 15:41:39.186659
926,E1357,promotion,2017-10-21,Data Engineer,Data,136723.0,2026-09-07 15:41:39.186659
927,E1357,salary_change,2026-02-23,,,109309.0,2026-09-07 15:41:39.186659
928,E1358,transfer,2022-10-07,Data Engineer,Data,79646.0,2026-09-07 15:41:39.186659
929,E1358,transfer,2017-10-09,Software Engineer,Engineering,67135.0,2026-09-07 15:41:39.186659
930,E1358,salary_change,2016-11-22,,,68954.0,2026-09-07 15:41:39.186659
931,E1359,salary_change,2023-06-22,,,113322.0,2026-09-07 15:41:39.186659
932,E1359,salary_change,2019-03-02,,,111330.0,2026-09-07 15:41:39.186659
933,E1361,promotion,2023-03-03,HR Specialist,HR,75320.0,2026-09-07 15:41:39.186659
934,E1361,transfer,2023-10-28,Support Specialist,Support,84310.0,2026-09-07 15:41:39.186659
935,E1361,salary_change,2023-02-23,,,81991.0,2026-09-07 15:41:39.186659
936,E1361,promotion,2023-09-03,Data Engineer,Data,82006.0,2026-09-07 15:41:39.186659
937,E1361,promotion,2022-07-16,HR Specialist,HR,84953.0,2026-09-07 15:41:39.186659
938,E1362,transfer,2026-08-20,Finance Analyst,Finance,125496.0,2026-09-07 15:41:39.186659
939,E1362,termination,2026-08-24,,,,2026-09-07 15:41:39.186659
940,E1362,promotion,2026-09-04,Data Engineer,Data,131555.0,2026-09-07 15:41:39.186659
941,E1362,termination,2026-08-18,,,,2026-09-07 15:41:39.186659
942,E1362,salary_change,2026-09-04,,,105230.0,2026-09-07 15:41:39.186659
943,E1363,promotion,2025-10-12,Sales Manager,Sales,82594.0,2026-09-07 15:41:39.186659
944,E1363,promotion,2026-05-21,Data Engineer,Data,83170.0,2026-09-07 15:41:39.186659
